Audit_Date,Banner,Banner_ID,CTA_Audit_Date_LV,CTA_Audited,CTA_Audited_LV,CTA_Compliance,CTA_Compliance_LV,CTA_Count,CTA_Count_LV,CTA_Hurdle_Rate_Percentage,CTA_Hurdle_Rate_Percentage_LV,CTA_Percentage,CTA_Percentage_LV,Cabinet_Care_Audit_Date_LV,Cabinet_Care_Audited,Cabinet_Care_Audited_LV,Cabinet_Care_Compliance,Cabinet_Care_Compliance_LV,Cabinet_Care_Count,Cabinet_Care_Count_LV,Cabinet_Care_Hurdle_Rate_Percentage,Cabinet_Care_Hurdle_Rate_Percentage_LV,Cabinet_Care_Percentage,Cabinet_Care_Percentage_LV,Cabinet_Fill_Audit_Date_LV,Cabinet_Fill_Audited,Cabinet_Fill_Audited_LV,Cabinet_Fill_Compliance,Cabinet_Fill_Compliance_LV,Cabinet_Fill_Count,Cabinet_Fill_Count_LV,Cabinet_Fill_Hurdle_Rate_Percentage,Cabinet_Fill_Hurdle_Rate_Percentage_LV,Cabinet_Fill_Percentage,Cabinet_Fill_Percentage_LV,Cabinet_Type_Audit_Date_LV,Cabinet_Type_Audited,Cabinet_Type_Audited_LV,Cabinet_Type_Compliance,Cabinet_Type_Compliance_LV,Cabinet_Type_Count,Cabinet_Type_Count_LV,Cabinet_Type_Hurdle_Rate_Percentage,Cabinet_Type_Hurdle_Rate_Percentage_LV,Cabinet_Type_Percentage,Cabinet_Type_Percentage_LV,Category_ID,Channel,City,City_ID,Commune,Country,Customer,Customer_ID,Division_ID,Field_Execution_Manager,Field_Execution_Manager_ID,Field_Sales_Manager,Field_Sales_Manager_ID,Key_Customer_Type,Local_Channel,Local_Channel_ID,Local_Product_Category,Local_Product_Market,Local_Subchannel,Local_Subchannel_ID,Location,Location_Audit_Date_LV,Location_Audited,Location_Audited_LV,Location_Compliance,Location_Compliance_LV,Location_Count,Location_Count_LV,Location_Hurdle_Rate_Percentage,Location_Hurdle_Rate_Percentage_LV,Location_Percentage,Location_Percentage_LV,Market_ID,NPD_Audit_Date_LV,NPD_Audited,NPD_Audited_LV,NPD_Count,NPD_Count_LV,NPD_Hurdle_Rate_Percentage,NPD_Hurdle_Rate_Percentage_LV,NPD_Percentage,NPD_Percentage_LV,OSA_Audit_Date_LV,OSA_Audited,OSA_Audited_LV,OSA_Count,OSA_Count_LV,OSA_Hurdle_Rate_Percentage,OSA_Hurdle_Rate_Percentage_LV,OSA_Percentage,OSA_Percentage_LV,Outlet_Classification,Outlet_ID,Outlet_Name,POS_Kits_Audit_Date_LV,POS_Kits_Audited,POS_Kits_Audited_LV,POS_Kits_Compliance,POS_Kits_Compliance_LV,POS_Kits_Count,POS_Kits_Count_LV,POS_Kits_Hurdle_Rate_Percentage,POS_Kits_Hurdle_Rate_Percentage_LV,POS_Kits_Percentage,POS_Kits_Percentage_LV,PSP_Audit_Date_LV,PSP_Audited,PSP_Audited_LV,PSP_Compliance,PSP_Compliance_LV,PSP_Count,PSP_Count_LV,PSP_Hurdle_Rate_Percentage,PSP_Hurdle_Rate_Percentage_LV,PSP_Percentage,PSP_Percentage_LV,PS_Category,PS_Compliance,PS_Compliance_Audit_Date_LV,PS_Compliance_LV,PS_Compliance_Target,PS_Standard,Pack_Audit_Date_LV,Pack_Compliance,Pack_Compliance_LV,Place_Audit_Date_LV,Place_Compliance,Place_Compliance_LV,Planogram_Audit_Date_LV,Planogram_Audited,Planogram_Audited_LV,Planogram_Compliance,Planogram_Compliance_LV,Planogram_Count,Planogram_Count_LV,Planogram_Hurdle_Rate_Percentage,Planogram_Hurdle_Rate_Percentage_LV,Planogram_Percentage,Planogram_Percentage_LV,Price_Audit_Date_LV,Price_Compliance,Price_Compliance_LV,Price_Visibility_Audit_Date_LV,Price_Visibility_Audited,Price_Visibility_Audited_LV,Price_Visibility_Compliance,Price_Visibility_Compliance_LV,Price_Visibility_Count,Price_Visibility_Count_LV,Price_Visibility_Hurdle_Rate_Percentage,Price_Visibility_Hurdle_Rate_Percentage_LV,Price_Visibility_Percentage,Price_Visibility_Percentage_LV,Priority_Promo_Audit_Date_LV,Priority_Promo_Audited,Priority_Promo_Audited_LV,Priority_Promo_Compliance,Priority_Promo_Compliance_LV,Priority_Promo_Count,Priority_Promo_Count_LV,Priority_Promo_Hurdle_Rate_Percentage,Priority_Promo_Hurdle_Rate_Percentage_LV,Priority_Promo_Percentage,Priority_Promo_Percentage_LV,Product_Category,Product_Compliance,Product_Compliance_Audit_Date_LV,Product_Compliance_LV,Product_Division,Product_Market,Promo_Audit_Date_LV,Promo_Compliance,Promo_Compliance_LV,Proposition_Audit_Date_LV,Propostion_Compliance,Propostion_Compliance_LV,Province,Record_Id,Region,Rural_Urban,SOF_Audit_Date_LV,SOF_Audited,SOF_Audited_LV,SOF_Compliance,SOF_Compliance_LV,SOF_Count,SOF_Count_LV,SOF_Hurdle_Rate_Percentage,SOF_Hurdle_Rate_Percentage_LV,SOF_Percentage,SOF_Percentage_LV,SOS_Audit_Date_LV,SOS_Audited,SOS_Audited_LV,SOS_Compliance,SOS_Compliance_LV,SOS_Count,SOS_Count_LV,SOS_Hurdle_Rate_Percentage,SOS_Hurdle_Rate_Percentage_LV,SOS_Percentage,SOS_Percentage_LV,Sales_Org,Sales_Region,Sales_Route,Sales_Territory,Sales_area,Secondary_Placement_Audit_Date_LV,Secondary_Placement_Audited,Secondary_Placement_Audited_LV,Secondary_Placement_Compliance,Secondary_Placement_Compliance_LV,Secondary_Placement_Count,Secondary_Placement_Count_LV,Secondary_Placement_Hurdle_Rate_Percentage,Secondary_Placement_Hurdle_Rate_Percentage_LV,Secondary_Placement_Percentage,Secondary_Placement_Percentage_LV,Share_of_Cabinet_Audit_Date_LV,Share_of_Cabinet_Audited,Share_of_Cabinet_Audited_LV,Share_of_Cabinet_Compliance,Share_of_Cabinet_Compliance_LV,Share_of_Cabinet_Count,Share_of_Cabinet_Count_LV,Share_of_Cabinet_Hurdle_Rate_Percentage,Share_of_Cabinet_Hurdle_Rate_Percentage_LV,Share_of_Cabinet_Percentage,Share_of_Cabinet_Percentage_LV,Store_Operations_Manager,Store_Operations_Manager_ID,Strategic_Price_Audit_Date_LV,Strategic_Price_Audited,Strategic_Price_Audited_LV,Strategic_Price_Compliance,Strategic_Price_Compliance_LV,Strategic_Price_Count,Strategic_Price_Count_LV,Strategic_Price_Hurdle_Rate_Percentage,Strategic_Price_Hurdle_Rate_Percentage_LV,Strategic_Price_Percentage,Strategic_Price_Percentage_LV,Subchannel,Top_Customer,Trade_Format
2016-09-06,Banner 1,1,2016-09-06,0,0,0,0,0,35,0.067,0.067,0.067,0.067,2016-09-06,0,0,0,0,0,4,0.067,0.067,0.067,0.067,2016-09-06,0,0,0,0,0,48,0.067,0.067,0.067,0.067,2016-09-06,0,0,0,0,0,28,0.067,0.067,0.067,0.067,3,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 8,8,Manager 8,8,Others,Channel 1,1,Route 1,Market 2,Local Subchannel 15,1,Market,2016-09-06,0,0,0,0,0,19,0.067,0.067,0.067,0.067,3,2016-09-06,0,0,0,0,0.045,0.067,0.045,0.067,2016-09-06,1,0,16,0,0.082,0.067,0.082,0.067,MIX,24,Outlet 24,2016-09-06,0,0,0,0,0,13,0.067,0.067,0.067,0.067,2016-09-06,0,0,0,0,0,28,0.067,0.067,0.067,0.067,IC,1,2016-09-06,0,0,6P,2016-09-06,0,0,2016-09-06,0,0,2016-09-06,0,0,0,0,0,2,0.067,0.067,0.067,0.067,2016-09-06,1,0,2016-09-06,8,0,0,0,34,0,0.067,0.067,0.067,0.067,2016-09-06,8,0,0,0,8,16,0.067,0.067,0.067,0.067,Hair,1,2016-09-06,0,Hair,Market 2,2016-09-06,0,0,2016-09-06,0,0,Province 1,IC2016-09-0624,North,Urban,2016-09-06,8,0,0,0,8,15,0.067,0.067,0.067,0.067,2016-09-06,8,0,0,0,8,29,0.067,0.067,0.067,0.067,IC,Reg 1,Route 1,Territory 1,Area 1,2016-09-06,0,0,0,0,0,50,0.067,0.067,0.067,0.067,2016-09-06,0,0,0,0,0,41,0.067,0.067,0.067,0.067,Manager 8,8,2016-09-06,8,0,8,0,8,0,0.525,0.067,0.525,0.067,Hypermarket,YES,MT
2016-08-06,Banner 1,1,2016-08-06,1,1,1,1,1,36,0.81,0.81,0.81,0.81,2016-08-06,1,1,1,1,1,18,0.81,0.81,0.81,0.81,2016-08-06,1,1,1,1,1,5,0.81,0.81,0.81,0.81,2016-08-06,1,1,1,1,1,17,0.81,0.81,0.81,0.81,47,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 1,1,Manager 1,1,Regional,Channel 1,1,Route 1,Market 2,Local Subchannel 47,1,Street,2016-08-06,1,1,1,1,1,43,0.81,0.81,0.81,0.81,47,2016-08-06,1,1,1,1,0.175,0.81,0.175,0.81,2016-08-06,0,1,37,1,0.848,0.81,0.848,0.81,MIX,25,Outlet 25,2016-08-06,1,1,1,1,1,31,0.81,0.81,0.81,0.81,2016-08-06,1,1,1,1,1,14,0.81,0.81,0.81,0.81,IC,0,2016-08-06,1,0.513,6P,2016-08-06,0,1,2016-08-06,1,1,2016-08-06,1,1,1,1,1,13,0.81,0.81,0.81,0.81,2016-08-06,1,1,2016-08-06,1,1,1,1,30,1,0.81,0.81,0.81,0.81,2016-08-06,1,1,1,1,1,10,0.81,0.81,0.81,0.81,Ice Cream,0,2016-08-06,1,Ice Cream,Market 2,2016-08-06,1,1,2016-08-06,1,1,Province 1,IC2016-08-0625,North,Urban,2016-08-06,1,1,1,1,1,19,0.81,0.81,0.81,0.81,2016-08-06,1,1,1,1,1,15,0.81,0.81,0.81,0.81,IC,Reg 1,Route 1,Territory 1,Area 1,2016-08-06,1,1,1,1,1,49,0.81,0.81,0.81,0.81,2016-08-06,1,1,1,1,1,26,0.81,0.81,0.81,0.81,Manager 1,1,2016-08-06,1,1,1,1,1,1,0.922,0.81,0.922,0.81,Hypermarket,YES,MT
2016-07-06,Banner 1,1,2016-07-06,1,1,1,1,1,45,0.796,0.796,0.796,0.796,2016-07-06,1,1,1,1,1,43,0.796,0.796,0.796,0.796,2016-07-06,1,1,1,1,1,43,0.796,0.796,0.796,0.796,2016-07-06,1,1,1,1,1,43,0.796,0.796,0.796,0.796,29,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 1,1,Manager 1,1,Global,Channel 1,1,Route 1,Market 2,Local Subchannel 4,1,Street,2016-07-06,1,1,1,1,1,50,0.796,0.796,0.796,0.796,29,2016-07-06,1,1,1,1,0.2,0.796,0.2,0.796,2016-07-06,1,1,43,1,0.277,0.796,0.277,0.796,MIX,26,Outlet 26,2016-07-06,1,1,1,1,1,28,0.796,0.796,0.796,0.796,2016-07-06,1,1,1,1,1,18,0.796,0.796,0.796,0.796,IC,1,2016-07-06,1,0.56,6P,2016-07-06,1,1,2016-07-06,1,1,2016-07-06,1,1,1,1,1,46,0.796,0.796,0.796,0.796,2016-07-06,0,1,2016-07-06,1,1,1,1,64,1,0.796,0.796,0.796,0.796,2016-07-06,1,1,1,1,1,41,0.796,0.796,0.796,0.796,Ice Cream,1,2016-07-06,1,Ice Cream,Market 2,2016-07-06,0,1,2016-07-06,1,1,Province 1,IC2016-07-0626,North,Urban,2016-07-06,1,1,1,1,1,49,0.796,0.796,0.796,0.796,2016-07-06,1,1,1,1,1,5,0.796,0.796,0.796,0.796,IC,Reg 1,Route 1,Territory 1,Area 1,2016-07-06,1,1,1,1,1,39,0.796,0.796,0.796,0.796,2016-07-06,1,1,1,1,1,37,0.796,0.796,0.796,0.796,Manager 1,1,2016-07-06,1,1,1,1,1,1,0.476,0.796,0.476,0.796,Hypermarket,YES,MT
2016-06-06,Banner 1,1,2016-06-06,0,0,0,0,0,14,0.164,0.164,0.164,0.164,2016-06-06,0,0,0,0,0,31,0.164,0.164,0.164,0.164,2016-06-06,0,0,0,0,0,23,0.164,0.164,0.164,0.164,2016-06-06,0,0,0,0,0,43,0.164,0.164,0.164,0.164,60,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 1,1,Manager 1,1,Local,Channel 1,1,Route 1,Market 3,Local Subchannel 59,1,Market,2016-06-06,0,0,0,0,0,0,0.164,0.164,0.164,0.164,60,2016-06-06,1,0,1,0,0.644,0.164,0.644,0.164,2016-06-06,0,0,39,0,0.206,0.164,0.206,0.164,MIX,27,Outlet 27,2016-06-06,0,0,0,0,0,18,0.164,0.164,0.164,0.164,2016-06-06,0,0,0,0,0,4,0.164,0.164,0.164,0.164,IC,0,2016-06-06,0,0.45,6P,2016-06-06,1,0,2016-06-06,0,0,2016-06-06,0,0,0,0,0,30,0.164,0.164,0.164,0.164,2016-06-06,1,0,2016-06-06,1,0,0,0,57,0,0.164,0.164,0.164,0.164,2016-06-06,1,0,0,0,1,28,0.164,0.164,0.164,0.164,Ice Cream,0,2016-06-06,0,Ice Cream,Market 3,2016-06-06,0,0,2016-06-06,0,0,Province 1,IC2016-06-0627,North,Urban,2016-06-06,1,0,0,0,1,38,0.164,0.164,0.164,0.164,2016-06-06,1,0,0,0,1,21,0.164,0.164,0.164,0.164,IC,Reg 1,Route 1,Territory 1,Area 1,2016-06-06,0,0,0,0,0,4,0.164,0.164,0.164,0.164,2016-06-06,0,0,0,0,0,14,0.164,0.164,0.164,0.164,Manager 1,1,2016-06-06,1,0,1,0,1,0,0.767,0.164,0.767,0.164,Hypermarket,YES,MT
2016-05-06,Banner 1,1,2016-05-06,1,1,1,1,1,44,0.258,0.258,0.258,0.258,2016-05-06,1,1,1,1,1,32,0.258,0.258,0.258,0.258,2016-05-06,1,1,1,1,1,31,0.258,0.258,0.258,0.258,2016-05-06,1,1,1,1,1,39,0.258,0.258,0.258,0.258,28,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 2,2,Manager 2,2,Others,Channel 1,1,Route 1,Market 3,Local Subchannel 47,1,Market,2016-05-06,1,1,1,1,1,2,0.258,0.258,0.258,0.258,28,2016-05-06,0,1,0,1,0.763,0.258,0.763,0.258,2016-05-06,1,1,12,1,0.722,0.258,0.722,0.258,MIX,28,Outlet 28,2016-05-06,1,1,1,1,1,30,0.258,0.258,0.258,0.258,2016-05-06,1,1,1,1,1,40,0.258,0.258,0.258,0.258,HPC&F,1,2016-05-06,1,0,6P,2016-05-06,0,1,2016-05-06,1,1,2016-05-06,1,1,1,1,1,3,0.258,0.258,0.258,0.258,2016-05-06,1,1,2016-05-06,2,1,1,1,42,1,0.258,0.258,0.258,0.258,2016-05-06,2,1,1,1,2,28,0.258,0.258,0.258,0.258,Skin Care,1,2016-05-06,1,Skin Care,Market 3,2016-05-06,1,1,2016-05-06,1,1,Province 1,HPC&F2016-05-0628,North,Urban,2016-05-06,2,1,1,1,2,3,0.258,0.258,0.258,0.258,2016-05-06,2,1,1,1,2,4,0.258,0.258,0.258,0.258,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-05-06,1,1,1,1,1,1,0.258,0.258,0.258,0.258,2016-05-06,1,1,1,1,1,18,0.258,0.258,0.258,0.258,Manager 2,2,2016-05-06,2,1,2,1,2,1,0.62,0.258,0.62,0.258,Hypermarket,YES,MT
2016-04-06,Banner 1,1,2016-04-06,1,1,1,1,1,47,0.428,0.428,0.428,0.428,2016-04-06,1,1,1,1,1,37,0.428,0.428,0.428,0.428,2016-04-06,1,1,1,1,1,20,0.428,0.428,0.428,0.428,2016-04-06,1,1,1,1,1,35,0.428,0.428,0.428,0.428,13,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 2,2,Manager 2,2,Regional,Channel 1,1,Route 1,Market 3,Local Subchannel 43,1,Market,2016-04-06,1,1,1,1,1,39,0.428,0.428,0.428,0.428,13,2016-04-06,0,1,0,1,0.41,0.428,0.41,0.428,2016-04-06,0,1,9,1,0.85,0.428,0.85,0.428,MIX,29,Outlet 29,2016-04-06,1,1,1,1,1,7,0.428,0.428,0.428,0.428,2016-04-06,1,1,1,1,1,36,0.428,0.428,0.428,0.428,IC,0,2016-04-06,1,0,6P,2016-04-06,0,1,2016-04-06,1,1,2016-04-06,1,1,1,1,1,48,0.428,0.428,0.428,0.428,2016-04-06,1,1,2016-04-06,2,1,1,1,23,1,0.428,0.428,0.428,0.428,2016-04-06,2,1,1,1,2,21,0.428,0.428,0.428,0.428,Hair,0,2016-04-06,1,Hair,Market 3,2016-04-06,1,1,2016-04-06,1,1,Province 1,IC2016-04-0629,North,Urban,2016-04-06,2,1,1,1,2,3,0.428,0.428,0.428,0.428,2016-04-06,2,1,1,1,2,2,0.428,0.428,0.428,0.428,IC,Reg 1,Route 1,Territory 1,Area 1,2016-04-06,1,1,1,1,1,47,0.428,0.428,0.428,0.428,2016-04-06,1,1,1,1,1,23,0.428,0.428,0.428,0.428,Manager 2,2,2016-04-06,2,1,2,1,2,1,0.418,0.428,0.418,0.428,Hypermarket,YES,MT
2016-03-06,Banner 1,1,2016-03-06,1,1,1,1,1,27,0.204,0.204,0.204,0.204,2016-03-06,1,1,1,1,1,23,0.204,0.204,0.204,0.204,2016-03-06,1,1,1,1,1,41,0.204,0.204,0.204,0.204,2016-03-06,1,1,1,1,1,41,0.204,0.204,0.204,0.204,7,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,0,Manager 2,2,Manager 2,2,Global,Channel 1,1,Route 1,Market 3,Local Subchannel 14,1,Market,2016-03-06,1,1,1,1,1,3,0.204,0.204,0.204,0.204,7,2016-03-06,1,1,1,1,0.628,0.204,0.628,0.204,2016-03-06,0,1,32,1,0.219,0.204,0.219,0.204,MIX,30,Outlet 30,2016-03-06,1,1,1,1,1,33,0.204,0.204,0.204,0.204,2016-03-06,1,1,1,1,1,49,0.204,0.204,0.204,0.204,IC,0,2016-03-06,1,0.537,6P,2016-03-06,1,1,2016-03-06,1,1,2016-03-06,1,1,1,1,1,45,0.204,0.204,0.204,0.204,2016-03-06,0,1,2016-03-06,2,1,1,1,25,1,0.204,0.204,0.204,0.204,2016-03-06,2,1,1,1,2,21,0.204,0.204,0.204,0.204,Ice Cream,0,2016-03-06,1,Ice Cream,Market 3,2016-03-06,0,1,2016-03-06,1,1,Province 1,IC2016-03-0630,North,Urban,2016-03-06,2,1,1,1,2,28,0.204,0.204,0.204,0.204,2016-03-06,2,1,1,1,2,30,0.204,0.204,0.204,0.204,IC,Reg 1,Route 1,Territory 1,Area 1,2016-03-06,1,1,1,1,1,26,0.204,0.204,0.204,0.204,2016-03-06,1,1,1,1,1,29,0.204,0.204,0.204,0.204,Manager 2,2,2016-03-06,2,1,2,1,2,1,0.066,0.204,0.066,0.204,Hypermarket,YES,MT
2016-12-06,Banner 1,1,2016-12-06,1,1,1,1,1,45,0.427,0.427,0.427,0.427,2016-12-06,1,1,1,1,1,6,0.427,0.427,0.427,0.427,2016-12-06,1,1,1,1,1,1,0.427,0.427,0.427,0.427,2016-12-06,1,1,1,1,1,47,0.427,0.427,0.427,0.427,35,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 3,3,Manager 3,3,Local,Channel 1,1,Route 1,Market 3,Local Subchannel 7,1,Market,2016-12-06,1,1,1,1,1,39,0.427,0.427,0.427,0.427,35,2016-12-06,1,1,1,1,0.603,0.427,0.603,0.427,2016-12-06,1,1,50,1,0.054,0.427,0.054,0.427,MIX,31,Outlet 31,2016-12-06,1,1,1,1,1,19,0.427,0.427,0.427,0.427,2016-12-06,1,1,1,1,1,4,0.427,0.427,0.427,0.427,HPC&F,1,2016-12-06,1,0.753,6P,2016-12-06,1,1,2016-12-06,1,1,2016-12-06,1,1,1,1,1,6,0.427,0.427,0.427,0.427,2016-12-06,1,1,2016-12-06,3,1,1,1,60,1,0.427,0.427,0.427,0.427,2016-12-06,3,1,1,1,3,45,0.427,0.427,0.427,0.427,Ice Cream,1,2016-12-06,1,Ice Cream,Market 3,2016-12-06,0,1,2016-12-06,1,1,Province 1,HPC&F2016-12-0631,North,Urban,2016-12-06,3,1,1,1,3,50,0.427,0.427,0.427,0.427,2016-12-06,3,1,1,1,3,18,0.427,0.427,0.427,0.427,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-12-06,1,1,1,1,1,49,0.427,0.427,0.427,0.427,2016-12-06,1,1,1,1,1,17,0.427,0.427,0.427,0.427,Manager 3,3,2016-12-06,3,1,3,1,3,1,0.99,0.427,0.99,0.427,Hypermarket,YES,MT
2016-11-06,Banner 1,1,2016-11-06,1,1,1,1,1,28,0.846,0.846,0.846,0.846,2016-11-06,1,1,1,1,1,5,0.846,0.846,0.846,0.846,2016-11-06,1,1,1,1,1,18,0.846,0.846,0.846,0.846,2016-11-06,1,1,1,1,1,16,0.846,0.846,0.846,0.846,46,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 3,3,Manager 3,3,Others,Channel 1,1,Route 1,Market 3,Local Subchannel 36,1,Market,2016-11-06,1,1,1,1,1,0,0.846,0.846,0.846,0.846,46,2016-11-06,1,1,1,1,0.052,0.846,0.052,0.846,2016-11-06,0,1,13,1,0.33,0.846,0.33,0.846,MIX,32,Outlet 32,2016-11-06,1,1,1,1,1,36,0.846,0.846,0.846,0.846,2016-11-06,1,1,1,1,1,19,0.846,0.846,0.846,0.846,IC,0,2016-11-06,1,0.687,6P,2016-11-06,1,1,2016-11-06,1,1,2016-11-06,1,1,1,1,1,0,0.846,0.846,0.846,0.846,2016-11-06,0,1,2016-11-06,1,1,1,1,26,1,0.846,0.846,0.846,0.846,2016-11-06,1,1,1,1,1,26,0.846,0.846,0.846,0.846,Ice Cream,0,2016-11-06,1,Ice Cream,Market 3,2016-11-06,1,1,2016-11-06,1,1,Province 1,IC2016-11-0632,North,Urban,2016-11-06,1,1,1,1,1,22,0.846,0.846,0.846,0.846,2016-11-06,1,1,1,1,1,46,0.846,0.846,0.846,0.846,IC,Reg 1,Route 1,Territory 1,Area 1,2016-11-06,1,1,1,1,1,31,0.846,0.846,0.846,0.846,2016-11-06,1,1,1,1,1,38,0.846,0.846,0.846,0.846,Manager 1,1,2016-11-06,3,1,3,1,1,1,0.464,0.846,0.464,0.846,Hypermarket,YES,MT
2016-10-06,Banner 1,1,2016-10-06,0,0,0,0,0,21,0.712,0.712,0.712,0.712,2016-10-06,0,0,0,0,0,32,0.712,0.712,0.712,0.712,2016-10-06,0,0,0,0,0,16,0.712,0.712,0.712,0.712,2016-10-06,0,0,0,0,0,31,0.712,0.712,0.712,0.712,44,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 3,3,Manager 3,3,Regional,Channel 1,1,Route 1,Market 4,Local Subchannel 29,1,Street,2016-10-06,0,0,0,0,0,31,0.712,0.712,0.712,0.712,44,2016-10-06,0,0,0,0,0.894,0.712,0.894,0.712,2016-10-06,0,0,15,0,0.377,0.712,0.377,0.712,MIX,33,Outlet 33,2016-10-06,0,0,0,0,0,35,0.712,0.712,0.712,0.712,2016-10-06,0,0,0,0,0,39,0.712,0.712,0.712,0.712,HPC&F,0,2016-10-06,0,0,6P,2016-10-06,0,0,2016-10-06,0,0,2016-10-06,0,0,0,0,0,35,0.712,0.712,0.712,0.712,2016-10-06,0,0,2016-10-06,2,0,0,0,14,0,0.712,0.712,0.712,0.712,2016-10-06,2,0,0,0,2,5,0.712,0.712,0.712,0.712,Skin Care,0,2016-10-06,0,Skin Care,Market 4,2016-10-06,0,0,2016-10-06,0,0,Province 1,HPC&F2016-10-0633,North,Urban,2016-10-06,2,0,0,0,2,29,0.712,0.712,0.712,0.712,2016-10-06,2,0,0,0,2,39,0.712,0.712,0.712,0.712,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-10-06,0,0,0,0,0,35,0.712,0.712,0.712,0.712,2016-10-06,0,0,0,0,0,47,0.712,0.712,0.712,0.712,Manager 2,2,2016-10-06,3,0,3,0,2,0,0.272,0.712,0.272,0.712,Hypermarket,YES,MT
2016-09-06,Banner 1,1,2016-09-06,1,1,1,1,1,14,0.05,0.05,0.05,0.05,2016-09-06,1,1,1,1,1,38,0.05,0.05,0.05,0.05,2016-09-06,1,1,1,1,1,40,0.05,0.05,0.05,0.05,2016-09-06,1,1,1,1,1,31,0.05,0.05,0.05,0.05,10,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,0,Manager 4,4,Manager 4,4,Global,Channel 1,1,Route 1,Market 4,Local Subchannel 3,1,Market,2016-09-06,1,1,1,1,1,2,0.05,0.05,0.05,0.05,10,2016-09-06,0,1,0,1,0.965,0.05,0.965,0.05,2016-09-06,1,1,3,1,0.48,0.05,0.48,0.05,MIX,34,Outlet 34,2016-09-06,1,1,1,1,1,23,0.05,0.05,0.05,0.05,2016-09-06,1,1,1,1,1,19,0.05,0.05,0.05,0.05,IC,1,2016-09-06,1,0,6P,2016-09-06,1,1,2016-09-06,1,1,2016-09-06,1,1,1,1,1,5,0.05,0.05,0.05,0.05,2016-09-06,1,1,2016-09-06,3,1,1,1,8,1,0.05,0.05,0.05,0.05,2016-09-06,3,1,1,1,3,11,0.05,0.05,0.05,0.05,Hair,1,2016-09-06,1,Hair,Market 4,2016-09-06,0,1,2016-09-06,1,1,Province 1,IC2016-09-0634,North,Urban,2016-09-06,3,1,1,1,3,25,0.05,0.05,0.05,0.05,2016-09-06,3,1,1,1,3,4,0.05,0.05,0.05,0.05,IC,Reg 1,Route 1,Territory 1,Area 1,2016-09-06,1,1,1,1,1,49,0.05,0.05,0.05,0.05,2016-09-06,1,1,1,1,1,4,0.05,0.05,0.05,0.05,Manager 3,3,2016-09-06,4,1,4,1,3,1,0.238,0.05,0.238,0.05,Hypermarket,YES,MT
2016-08-06,Banner 1,1,2016-08-06,0,0,0,0,0,37,0.369,0.369,0.369,0.369,2016-08-06,0,0,0,0,0,17,0.369,0.369,0.369,0.369,2016-08-06,0,0,0,0,0,41,0.369,0.369,0.369,0.369,2016-08-06,0,0,0,0,0,27,0.369,0.369,0.369,0.369,52,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 4,4,Manager 4,4,Local,Channel 1,1,Route 1,Market 4,Local Subchannel 25,1,Market,2016-08-06,0,0,0,0,0,18,0.369,0.369,0.369,0.369,52,2016-08-06,1,0,1,0,0.092,0.369,0.092,0.369,2016-08-06,1,0,5,0,0.829,0.369,0.829,0.369,MIX,35,Outlet 35,2016-08-06,0,0,0,0,0,24,0.369,0.369,0.369,0.369,2016-08-06,0,0,0,0,0,1,0.369,0.369,0.369,0.369,IC,1,2016-08-06,0,0.763,6P,2016-08-06,0,0,2016-08-06,0,0,2016-08-06,0,0,0,0,0,48,0.369,0.369,0.369,0.369,2016-08-06,1,0,2016-08-06,4,0,0,0,49,0,0.369,0.369,0.369,0.369,2016-08-06,4,0,0,0,4,42,0.369,0.369,0.369,0.369,Ice Cream,1,2016-08-06,0,Ice Cream,Market 4,2016-08-06,1,0,2016-08-06,0,0,Province 1,IC2016-08-0635,North,Urban,2016-08-06,4,0,0,0,4,0,0.369,0.369,0.369,0.369,2016-08-06,4,0,0,0,4,5,0.369,0.369,0.369,0.369,IC,Reg 1,Route 1,Territory 1,Area 1,2016-08-06,0,0,0,0,0,36,0.369,0.369,0.369,0.369,2016-08-06,0,0,0,0,0,23,0.369,0.369,0.369,0.369,Manager 4,4,2016-08-06,4,0,4,0,4,0,0.845,0.369,0.845,0.369,Hypermarket,YES,MT
