4P/5P/6P,Banner,COTC,COTC Audited,COTC Compliance,COTC OOS,COTC OSA,COTC Void,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,OOS,OSA,OSA Compliance,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Audited,Total OOS,Total OSA,Total Void,Trade Format,Void
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,7/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,0,7,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,7/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0.2,0.8,1,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,5,1,4,0,MT,0
4P,Banner 154,0,1,0,1,0,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,8/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0.333333,0.666667,0,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,9,3,6,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,8/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0.142857,0.857143,1,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,1,6,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,8/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,5,0,5,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,9/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,9,0,9,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,9/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,0,7,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,9/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,5,0,5,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,10/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0.111111,0.888889,1,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,9,1,8,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,10/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,0,7,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,10/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0.2,0.8,1,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,5,1,4,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,11/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0.111111,0.888889,1,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,9,1,8,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,11/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0.142857,0.857143,1,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,1,6,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,11/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0.2,0.8,1,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,5,1,4,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,12/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,9,0,9,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,12/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,0,7,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,12/15/2015,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,5,0,5,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,1/15/2016,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,9,0,9,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,1/15/2016,Customer 154,Outlet 156,LSW9,LSW10,0.142857,0.857143,1,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,1,6,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,1/15/2016,Customer 154,Outlet 156,LSW9,LSW10,0.2,0.8,1,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,5,1,4,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,2/15/2016,Customer 154,Outlet 156,LSW9,LSW10,0.111111,0.888889,1,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,9,1,8,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,2/15/2016,Customer 154,Outlet 156,LSW9,LSW10,0,1,1,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,0,7,0,MT,0
4P,Banner 154,0,1,1,0,1,0,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,2/15/2016,Customer 154,Outlet 156,LSW9,LSW10,0.2,0.8,1,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,5,1,4,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,3/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,3/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,0,3,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,3/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0.111111,0.888889,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,1,8,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,4/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,4/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,0,3,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,4/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0.222222,0.777778,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,2,7,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,5/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,5/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,0,3,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,5/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,0,9,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,6/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,6/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,0,3,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,6/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,0,9,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,7/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0.2,0.8,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,1,4,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,7/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,0,3,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,7/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,0,9,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,8/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
6P,Banner 157,0,1,0,0,0,1,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,8/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0.333333,0.333333,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,1,1,1,MT,0.333333
6P,Banner 157,0,1,0,1,0,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,8/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0.111111,0.888889,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,1,8,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,9/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,9/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,0,3,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,9/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,0,9,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,10/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
6P,Banner 157,0,1,0,0,0,1,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,10/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,0,2,1,MT,0.333333
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,10/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,0,9,0,MT,0
6P,Banner 157,0,1,0,1,0,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,11/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0.2,0.6,0,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,1,3,1,MT,0.2
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,11/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,1,2,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,11/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,0,9,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,12/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,12/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,0,3,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,12/15/2015,Customer 157,Outlet 157,LSW9,LSW10,0.222222,0.777778,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,2,7,0,MT,0
6P,Banner 157,0,1,0,0,0,1,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,1/15/2016,Customer 157,Outlet 157,LSW9,LSW10,0,0.8,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,0,4,1,MT,0.2
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,1/15/2016,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,0,3,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,1/15/2016,Customer 157,Outlet 157,LSW9,LSW10,0.222222,0.777778,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,2,7,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,2/15/2016,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,2/15/2016,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,0,3,0,MT,0
6P,Banner 157,0,1,1,0,1,0,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,2/15/2016,Customer 157,Outlet 157,LSW9,LSW10,0,1,1,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,0,9,0,MT,0
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,3/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0,1,1,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,0,9,0,MT,0
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,3/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0.142857,0.857143,1,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,1,6,0,MT,0
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,3/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0,1,1,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,4/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0.222222,0.777778,1,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,2,7,0,MT,0
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,4/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0.142857,0.714286,1,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,1,5,1,MT,0.142857
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,4/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0,1,1,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,5/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0,0.888889,1,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,0,8,1,MT,0.111111
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,5/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0,1,1,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,0,7,0,MT,0
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,5/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0.2,0.8,1,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,1,4,0,MT,0
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,6/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0,1,1,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,0,9,0,MT,0
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,6/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0,1,1,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,0,7,0,MT,0
5P,Banner 158,0,1,1,0,1,0,MT,City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,6/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,0,1,1,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,0,5,0,MT,0
